"","FinalID","tax_rank","phylum","class","order","family","genus","BOLD_Records","BOLD_Records_USA","BOLD_Records_CA","BOLD_Records_SW","BOLD_Records_COI","BOLD_Records_COI_USA","BOLD_Records_COI_CA","BOLD_Records_COI_SW"
"108","Plantago maritima","species","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",54,1,0,0,0,0,0,0
"109","Pluchea odorata","species","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pluchea",4,4,2,2,0,0,0,0
"110","Polygonum fowleri","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum",6,2,0,0,0,0,0,0
"111","Polypodium glycyrrhiza","species","Pteridophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Polypodium",10,2,0,0,0,0,0,0
"112","Polypogon elongatus","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Polypogon",1,0,0,0,0,0,0,0
"113","Polypogon monspeliensis","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Polypogon",34,13,3,3,0,0,0,0
"114","Populus fremontii","species","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",7,3,3,3,0,0,0,0
"115","Postelsia palmaeformis","species","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Postelsia",8,1,1,1,6,1,1,1
"116","Potentilla anserina","species","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla",73,8,2,2,0,0,0,0
"117","Puccinellia nutkaensis","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Puccinellia",18,0,0,0,0,0,0,0
"118","Raphanus sativus","species","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus",43,2,2,2,11,0,0,0
"119","Frangula purshiana","species","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",9,4,0,4,0,0,0,0
"120","Rubus ursinus","species","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",20,2,2,2,0,0,0,0
"121","Rumex crispus","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",61,4,3,3,0,0,0,0
"122","Rumex maritimus","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",14,0,0,0,0,0,0,0
"123","Ruppia maritima","species","Magnoliophyta","Liliopsida","Alismatales","Ruppiaceae","Ruppia",101,5,3,3,0,0,0,0
"124","Saccharina sessilis","species","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina",2,0,0,0,0,0,0,0
"125","Salicornia bigelovii","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Salicornia",6,5,5,5,0,0,0,0
"126","Salicornia virginica","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Salicornia",1,0,0,0,0,0,0,0
"127","Salicornia pacifica","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Salicornia",6,4,4,4,0,0,0,0
"128","Salix gooddingii","species","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix",7,7,3,7,0,0,0,0
"129","Salix lasiolepis","species","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix",11,9,3,5,0,0,0,0
"130","Salvia mellifera","species","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia",6,3,3,3,0,0,0,0
"131","Sargassum horneri","species","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum",14,0,0,0,4,0,0,0
"132","Sargassum muticum","species","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum",25,1,1,1,21,1,1,1
"133","Schoenoplectus californicus","species","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Schoenoplectus",6,5,4,4,0,0,0,0
"134","Schoenoplectus triqueter","species","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Schoenoplectus",11,0,0,0,0,0,0,0
"135","Schoenoplectus pungens","species","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Schoenoplectus",12,3,3,3,0,0,0,0
"136","Sesuvium verrucosum","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Sesuvium",5,3,3,3,0,0,0,0
"137","Sidalcea calycosa","species","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",9,0,0,0,0,0,0,0
"138","Sonchus asper","species","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus",80,4,3,3,3,0,0,0
"139","Sonchus oleraceus","species","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus",90,5,3,3,1,0,0,0
"140","Sporobolus anglicus","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Sporobolus",2,0,0,0,0,0,0,0
"141","Spergularia canadensis","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",6,2,0,0,0,0,0,0
"142","Spergularia marina","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",18,4,2,2,0,0,0,0
"143","Spergularia villosa","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",2,2,2,2,0,0,0,0
"144","Stephanocystis osmundacea","species","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis",3,3,3,3,3,3,3,3
"145","Nassella pulchra","species","Magnoliophyta","Liliopsida","Poales","Poaceae","Nassella",2,1,0,0,0,0,0,0
"146","Stuckenia pectinata","species","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae","Stuckenia",48,3,3,3,0,0,0,0
"147","Suaeda esteroa","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Suaeda",3,2,2,2,0,0,0,0
"148","Suaeda nigra","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Suaeda",15,9,9,9,0,0,0,0
"149","Suaeda taxifolia","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Suaeda",5,4,4,4,0,0,0,0
"150","Tetragonia tetragonoides","species","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia",2,0,0,0,0,0,0,0
"151","Toxicodendron diversilobum","species","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron",7,5,4,4,0,0,0,0
"152","Triglochin concinna","species","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",4,4,3,3,0,0,0,0
"153","Triglochin maritima","species","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",53,0,0,0,0,0,0,0
"154","Triglochin striata","species","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",3,0,0,0,0,0,0,0
"155","Typha angustifolia","species","Magnoliophyta","Liliopsida","Poales","Typhaceae","Typha",33,0,0,0,2,0,0,0
"156","Typha latifolia","species","Magnoliophyta","Liliopsida","Poales","Typhaceae","Typha",45,3,2,2,2,0,0,0
"157","Ulva intestinalis","species","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva",234,17,1,1,0,0,0,0
"158","Undaria pinnatifida","species","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",19,0,0,0,7,0,0,0
"159","Zostera japonica","species","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Zostera",12,0,0,0,0,0,0,0
"160","Zostera marina","species","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Zostera",90,12,3,3,0,0,0,0
"161","Zostera pacifica","species","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Zostera",1,1,0,0,0,0,0,0
"162","Atherinops affinis","species","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinops",23,22,21,21,23,22,21,21
"163","Syngnathus leptorhynchus","species","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus",17,9,0,0,15,9,0,0
"164","Paralabrax clathratus","species","Chordata","Actinopterygii","Perciformes","Serranidae","Paralabrax",8,7,7,7,8,7,7,7
"165","Hypsoblennius gentilis","species","Chordata","Actinopterygii","Blenniiformes","Blenniidae","Hypsoblennius",2,0,0,0,2,0,0,0
"166","Yongeichthys nebulosus","species","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Yongeichthys",13,0,0,0,13,0,0,0
"167","Fundulus parvipinnis","species","Chordata","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus",6,6,6,6,6,6,6,6
"168","Clevelandia ios","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Clevelandia",2,1,1,1,2,1,1,1
"169","Mugil cephalus","species","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil",548,21,0,1,528,21,0,1
"170","Ctenogobius sagittula","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Ctenogobius",2,1,1,1,2,1,1,1
"171","Gillichthys mirabilis","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Gillichthys",12,0,0,0,4,0,0,0
"172","Atherinopsis californiensis","species","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinopsis",14,14,14,14,14,14,14,14
"173","Lepidogobius lepidus","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Lepidogobius",10,3,0,0,8,2,0,0
"174","Engraulis mordax","species","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis",41,7,3,3,38,6,3,3
"175","Hippolyte californiensis","species","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte",1,0,0,0,1,0,0,0
"176","Urolophus halleri","species","Chordata","Elasmobranchii","Myliobatiformes","Urolophidae","Urolophus",5,2,2,2,5,2,2,2
"177","Paralichthys californicus","species","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys",19,17,14,14,19,17,14,14
"178","Hypsopsetta guttulata","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hypsopsetta",4,1,1,1,4,1,1,1
"179","Paralabrax maculatofasciatus","species","Chordata","Actinopterygii","Perciformes","Serranidae","Paralabrax",3,0,0,0,3,0,0,0
"180","Menticirrhus undulatus","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Menticirrhus",4,2,2,2,4,2,2,2
"181","Cymatogaster aggregata","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Cymatogaster",62,28,27,27,51,27,26,26
"182","Bulla gouldiana","species","Mollusca","Gastropoda","Cephalaspidea","Bullidae","Bulla",16,14,14,14,9,7,7,7
"183","Chlamys rubida","species","Mollusca","Bivalvia","Pectinida","Pectinidae","Chlamys",4,1,0,0,0,0,0,0
"184","Penaeus californiensis","species","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus",2,0,0,0,2,0,0,0
"185","Leptocottus armatus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus",33,18,11,11,31,18,11,11
"186","Navanax inermis","species","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Navanax",15,5,4,4,12,3,2,2
"187","Cerithideopsis californica","species","Mollusca","Gastropoda",NA,"Potamididae","Cerithideopsis",9,8,8,8,7,6,6,6
"188","Siliqua patula","species","Mollusca","Bivalvia","Adapedonta","Pharidae","Siliqua",1,1,0,0,1,1,0,0
"189","Menidia beryllina","species","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Menidia",146,131,0,1,146,131,0,1
"190","Myliobatis californica","species","Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis",9,4,3,3,9,4,3,3
"191","Leuresthes tenuis","species","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Leuresthes",7,7,6,6,2,2,1,1
"192","Acanthogobius flavimanus","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Acanthogobius",12,3,3,3,12,3,3,3
"193","Lucania parva","species","Chordata","Actinopterygii","Cyprinodontiformes","Fundulidae","Lucania",7,2,0,1,7,2,0,1
"194","Sphoeroides annulatus","species","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Sphoeroides",29,0,0,0,21,0,0,0
"195","Callinectes arcuatus","species","Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes",18,0,0,0,18,0,0,0
"196","Paraclinus integripinnis","species","Chordata","Actinopterygii","Blenniiformes","Labrisomidae","Paraclinus",2,1,1,1,2,1,1,1
"197","Cottus asper","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus",1513,1485,0,0,1511,1483,0,0
"198","Pachygrapsus crassipes","species","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus",193,40,39,39,185,40,39,39
"199","Gasterosteus aculeatus","species","Chordata","Actinopterygii","Scorpaeniformes","Gasterosteidae","Gasterosteus",292,24,0,0,282,24,0,0
"200","Eucyclogobius newberryi","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Eucyclogobius",13,0,0,0,5,0,0,0
"201","Hemigrapsus oregonensis","species","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus",467,6,4,4,441,5,4,4
"202","Neotrypaea californiensis","species","Arthropoda","Malacostraca","Decapoda","Callianassidae","Neotrypaea",725,4,0,0,724,3,0,0
