surveyyear,stratum,stationid,replicate,taxon,abundance,exclude,latitude,longitude,datum,sampledate,revisit,stationdepth,stationdepthunits,areaweight,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,subgenus,species,describer
2018,Bays,B18-10000,1,Marphysa disjuncta,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Eunicidae,,,Marphysa,,disjuncta,Hartman 1961
2018,Bays,B18-10000,1,Mediomastus sp,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,Mediomastus,,,
2018,Bays,B18-10000,1,Notomastus hemipodus,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Sedentaria,Scolecida,,,,,,Capitellidae,,,Notomastus,,hemipodus,Hartman 1945
2018,Bays,B18-10000,1,Nuculana taphria,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,Protobranchia,,,Nuculanida,,,,Nuculanidae,Nuculaninae,,Nuculana,,taphria,(Dall 1896)
2018,Bays,B18-10000,1,Phoronis sp,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Phoronida,,,,,,Phoronida,,,,Phoronidae,,,Phoronis,,,
2018,Bays,B18-10000,1,Photis bifurcata,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Senticaudata,Corophiida,Photoidea,Photidae,,,Photis,,bifurcata,J. L. Barnard 1962
2018,Bays,B18-10000,1,Tubulanus sp A,2,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Nemertea,,Anopla,,,,Palaeonemertea,,,,Tubulanidae,,,Tubulanus,,sp A,SCAMIT 2005 ?
2018,Bays,B18-10000,1,Ampelisca brachycladus,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Dexaminida,Ampeliscoidea,Ampeliscidae,,,Ampelisca,,brachycladus,Roney 1990
2018,Bays,B18-10000,1,Amphipoda,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,,,,,,,,,,
2018,Bays,B18-10000,1,Asthenothaerus diegensis,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Asthenothaerus,,diegensis,(Dall 1915)
2018,Bays,B18-10000,1,Brachyura,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,,,,,,,,
2018,Bays,B18-10000,1,Caecognathia crenulatifrons,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Cymothooidea,Gnathiidae,,,Caecognathia,,crenulatifrons,(Monod 1926)
2018,Bays,B18-10000,1,Carinomella lactea,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Nemertea,,Anopla,,,,Palaeonemertea,,,,Tubulanidae,,,Carinomella,,lactea,Coe 1905
2018,Bays,B18-10000,1,Ceriantharia,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Cnidaria,,Anthozoa,Ceriantipatharia,,,Ceriantharia,Spirularia,,,,,,,,,
2018,Bays,B18-10000,1,Cirrophorus furcatus,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Paraonidae,,,Cirrophorus,,furcatus,(Hartman 1957)
2018,Bays,B18-10000,1,Cossura candida,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Sedentaria,Scolecida,,,,,,Cossuridae,,,Cossura,,candida,Hartman 1955
2018,Bays,B18-10000,1,Eupolymnia heterobranchia,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,Eupolymnia,,heterobranchia,(Johnson 1901)
2018,Bays,B18-10000,1,Garnotia naticarum,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Garnotia,,naticarum,(Williamson 1905)
2018,Bays,B18-10000,1,Kirkegaardia cryptica,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Kirkegaardia,,cryptica,(Blake 1996)
2018,Bays,B18-10000,1,Laonice cirrata,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Laonice,,cirrata,(M. Sars 1851)
2018,Bays,B18-10000,1,Leptopecten latiauratus,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,Autobranchia,,Pteriomorphia,Ostreida,,,Pectinoidea,Pectinidae,Chlamydinae,,Leptopecten,,latiauratus,(Conrad 1837)
2018,Bays,B18-10000,1,Lineidae,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Nemertea,,Anopla,,,,Heteronemertea,,,,Lineidae,,,,,,
2018,Bays,B18-10000,1,Lyonsia californica,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Lyonsiidae,,,Lyonsia,,californica,Conrad 1837
2018,Bays,B18-10000,1,Macoma sp,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,,
2018,Bays,B18-10000,1,Majoidea,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,,,,,,,
2018,Bays,B18-10000,1,Maldanidae,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Maldanidae,,,,,,
2018,Bays,B18-10000,1,Metamysidopsis elongata,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Mysida,,,,Mysidae,Leptomysinae,,Metamysidopsis,,elongata,(Holmes 1900)
2018,Bays,B18-10000,1,Neotrypaea sp,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,,,
2018,Bays,B18-10000,1,Nereididae,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Nereididae,,,,,,
2018,Bays,B18-10000,1,Nereis sp A,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Nereididae,Nereidinae,,Nereis,,sp A,SCAMIT 2007 ?
2018,Bays,B18-10000,1,Notomastus sp,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,Notomastus,,,
2018,Bays,B18-10000,1,Onuphidae,1,Yes,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Onuphidae,,,,,,
2018,Bays,B18-10000,1,Paraprionospio alata,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Paraprionospio,,alata,(Moore 1923)
2018,Bays,B18-10000,1,Philine auriformis,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Gastropoda,Heterobranchia,Opisthobranchia,Nudipleura,Cephalaspidea,Cephalaspidea,,Philinoidea,Philinidae,,,Philine,,auriformis,Suter 1909
2018,Bays,B18-10000,1,Schizocardium sp,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Chordata,Hemichordata,Enteropneusta,,,,,,,,Spengeliidae,,,Schizocardium,,,
2018,Bays,B18-10000,1,Scoletoma sp C,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp C,(Harris 1985 ?)
2018,Bays,B18-10000,1,Spiochaetopterus costarum Cmplx,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Chaetopteridae,,,Spiochaetopterus,,costarum Cmplx,
2018,Bays,B18-10000,1,Spiophanes duplex,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Spiophanes,,duplex,(Chamberlin 1919)
2018,Bays,B18-10000,1,Stylatula elongata,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Stylatula,,elongata,(Gabb 1863)
2018,Bays,B18-10000,1,Tellina cadieni,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,cadieni,Valentich Scott & Coan 2000
2018,Bays,B18-10000,1,Thysanocardia nigra,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Sipuncula,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Thysanocardia,,nigra,(Ikeda 1904)
2018,Bays,B18-10000,1,Tubulanus polymorphus,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Nemertea,,Anopla,,,,Palaeonemertea,,,,Tubulanidae,,,Tubulanus,,polymorphus,Renier 1804
2018,Bays,B18-10000,1,Virgularia californica,1,No,33.75918333,-118.1626333,NAD83,7/24/2018,Revisit,5,m,2.130057737,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Virgularia,,californica,Pfeffer 1886
2018,Bays,B18-10001,1,Amphideutopus oculatus,150,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Photoidea,Kamakidae,Kamakinae,,Amphideutopus,,oculatus,J. L. Barnard 1959 in J. L. Barnard & Reish 1959
2018,Bays,B18-10001,1,Petaloclymene pacifica,26,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Maldanidae,Euclymeninae,,Petaloclymene,,pacifica,Green 1997
2018,Bays,B18-10001,1,Maldanidae,22,Yes,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Maldanidae,,,,,,
2018,Bays,B18-10001,1,Chondrochelia dubia Cmplx,21,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Tanaidacea,Tanaidomorpha,,Paratanaoidea,Leptocheliidae,Leptocheliinae,,Chondrochelia,,dubia Cmplx,
2018,Bays,B18-10001,1,Scoletoma sp A,18,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp A,(Harris 1985 ?)
2018,Bays,B18-10001,1,Scoletoma sp,16,Yes,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,,
2018,Bays,B18-10001,1,Ampelisca cristata microdentata,13,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Dexaminida,Ampeliscoidea,Ampeliscidae,,,Ampelisca,,cristata microdentata,J. L. Barnard 1954
2018,Bays,B18-10001,1,Cossura candida,12,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Sedentaria,Scolecida,,,,,,Cossuridae,,,Cossura,,candida,Hartman 1955
2018,Bays,B18-10001,1,Scoletoma sp B,10,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp B,(Harris 1985 ?)
2018,Bays,B18-10001,1,Mediomastus sp,9,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,Mediomastus,,,
2018,Bays,B18-10001,1,Praxillella pacifica,9,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Maldanidae,Euclymeninae,,Praxillella,,pacifica,E. Berkeley 1929
2018,Bays,B18-10001,1,Cossura sp A,6,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Scolecida,,,,,,,Cossuridae,,,Cossura,,sp A,Phillips 1987 ?
2018,Bays,B18-10001,1,Goniada littorea,6,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Goniadidae,,,Goniada,,littorea,Hartman 1950
2018,Bays,B18-10001,1,Sinocorophium heteroceratum,6,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Corophioidea,Corophiidae,Corophiinae,,Sinocorophium,,heteroceratum,(Yu 1932)
2018,Bays,B18-10001,1,Diplocirrus sp SD1,5,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Diplocirrus,,sp SD1,Rowe 1998 ?
2018,Bays,B18-10001,1,Listriella goleta,5,No,33.7531,-118.1501833,NAD83,7/24/2018,New Site,7,m,2.130057737,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Liljeborgida,Liljeborgioidea,Liljeborgiidae,,,Listriella,,goleta,J. L. Barnard 1959
