Project Short Code,GroupCode,SiteID,NorthSouthOrder,SampleSeason,SamplingSeasonCode,Sample Year,SeasonSeq,Survey Year,Survey Month,Survey Day,Genus,PlotID,6 letter code,Species Name,SpeciesSize (mm),Comments
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PSG,5005,134,SU14,2014,1,2014,5,21,mytilus,5,NUCEMA,Nucella emarginata,9,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,1,NUCEMA,Nucella emarginata,7,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,1,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,1,NUCEMA,Nucella emarginata,8,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,1,NUCEMA,Nucella emarginata,4,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,1,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,9,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,9,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,3,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,12,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,9,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,8,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,4,NUCCAN,Nucella cannaliculata,5,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,8,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PAP,5040,134,SU14,2014,1,2014,5,31,mytilus,5,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,2,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,3,NUCEMA,Nucella emarginata,12,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,3,TEGFUN,Tegula funebralis,9,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,3,TEGFUN,Tegula funebralis,13,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,4,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,ABD,5071,134,SU14,2014,1,2014,6,15,mytilus,4,TEGFUN,Tegula funebralis,10,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,29,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,15,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,20,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,12,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,28,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,24,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,12,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,1,NUCCAN,Nucella cannaliculata,12,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,25,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,29,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,30,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,24,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,31,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,22,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,20,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,2,NUCCAN,Nucella cannaliculata,23,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,3,TEGFUN,Tegula funebralis,15,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,4,NUCEMA,Nucella emarginata,19,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,4,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,4,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,22,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,23,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,23,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,NUCEMA,Nucella emarginata,10,
NC_RockyIt,HSU,FTB,5076,134,SU14,2014,1,2014,6,17,mytilus,5,TEGFUN,Tegula funebralis,12,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,1,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,1,NUCEMA,Nucella emarginata,19,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,1,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,2,NUCEMA,Nucella emarginata,24,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,2,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,2,NUCEMA,Nucella emarginata,19,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,2,NUCEMA,Nucella emarginata,19,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,2,NUCCAN,Nucella cannaliculata,35,
NC_RockyIt,HSU,BLN,5078,134,SU14,2014,1,2014,7,13,mytilus,3,NUCEMA,Nucella emarginata,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,NUCEMA,Nucella emarginata,7,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,13,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,17,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,10,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,12,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,10,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,7,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,1,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,NUCEMA,Nucella emarginata,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,3,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,6,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,6,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,7,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,2,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,9,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCEMA,Nucella emarginata,11,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCCAN,Nucella cannaliculata,24,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,NUCCAN,Nucella cannaliculata,13,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,10,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,9,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,9,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,9,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,7,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,8,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,12,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,3,TEGFUN,Tegula funebralis,7,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,NUCEMA,Nucella emarginata,30,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,TEGFUN,Tegula funebralis,13,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,TEGFUN,Tegula funebralis,14,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,TEGFUN,Tegula funebralis,6,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,TEGFUN,Tegula funebralis,13,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,4,TEGFUN,Tegula funebralis,9,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,5,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,22,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,25,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,22,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,19,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,MAC,5075,134,SU14,2014,1,2014,8,10,mytilus,5,TEGFUN,Tegula funebralis,5,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,12,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,14,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,20,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,13,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,20,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,19,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,15,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,21,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,18,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,14,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,18,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,18,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,20,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,1,NUCCAN,Nucella cannaliculata,18,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,18,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,17,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,15,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,16,
NC_RockyIt,HSU,PYR,5000,134,SU14,2014,1,2014,8,11,mytilus,2,NUCEMA,Nucella emarginata,13,
