Project Short Code,GroupCode,SiteID,SamplingSeasonCode,Sample Year,Survey Year,Survey Month,Survey Day,Zone,Date,Species,Length (mm),Notes
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus recalvus,40,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus recalvus,38,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus recalvus,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus recalvus,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus recalvus,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,33,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Clinocottus spp.,31,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,31,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,30,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,30,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,30,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,29,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Clinocottus spp.,27,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,26,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,26,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Clinocottus spp.,25,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Clinocottus spp.,24,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Clinocottus spp.,21,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Clinocottus spp.,19,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Clinocottus spp.,16,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,26,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,25,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,25,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,23,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Gobiesox maeandricus,21,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus maculosus,78,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,48,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,48,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,46,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,45,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,44,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,43,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,42,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,39,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,37,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,36,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,36,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,33,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,33,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,33,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,33,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Oligocottus snyderi,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,32,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,31,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,31,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,31,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,30,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,29,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,28,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,H,12-Aug-14,Oligocottus snyderi,27,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,27,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,27,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,L,12-Aug-14,Oligocottus snyderi,26,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,26,
NC_RockyIt,HSU,PSG,SU14,2014,2014,9,12,M,12-Aug-14,Oligocottus snyderi,26,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Apodichthys flavidus,105,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Apodichthys flavidus,57,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Clinocottus acuticeps,35,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,52,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,50,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,50,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,44,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,41,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,40,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Clinocottus globiceps,39,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Gobiesox maeandricus,40,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Gobiesox maeandricus,35,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Gobiesox maeandricus,33,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus maculosus,71,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus maculosus,46,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus maculosus,40,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus maculosus,35,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus maculosus,34,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,54,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,50,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,48,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,47,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,46,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,45,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,45,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,44,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,44,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,42,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,42,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,42,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,39,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,39,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,39,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,39,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,38,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,37,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,M,6-Dec-14,Oligocottus snyderi,37,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,36,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,36,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,L,6-Dec-14,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,34,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,34,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,33,
NC_RockyIt,HSU,PSG,WN14,2014,2014,12,6,H,6-Dec-14,Oligocottus snyderi,30,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Anoplarchus purpurescens,109,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Anoplarchus purpurescens,78,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Anoplarchus purpurescens,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Apodichthys flavidus,65,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Apodichthys flavidus,42,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Apodichthys flavidus,35,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,37,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,35,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,33,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,33,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,32,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,28,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,28,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,24,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,24,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,24,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,24,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,23,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,23,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,23,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,22,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,22,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,22,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,22,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,21,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,21,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,20,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Clinocottus globiceps,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Clinocottus globiceps,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,17,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,15,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Enophrys bison,14,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Gobiesox maeandricus,50,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Gobiesox maeandricus,48,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Gobiesox maeandricus,47,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Gobiesox maeandricus,42,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Gobiesox maeandricus,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus maculosus,62,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Oligocottus maculosus,59,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Oligocottus snyderi,58,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,41,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,36,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,35,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,30,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,29,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,29,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,29,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,28,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,27,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,26,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,25,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,23,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,22,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,21,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,L,17-Jun-15,Oligocottus snyderi,20,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,18,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,17,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,17,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,H,17-Jun-15,Oligocottus snyderi,17,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,17,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,16,
NC_RockyIt,HSU,PSG,SU15,2015,2015,6,17,M,17-Jun-15,Oligocottus snyderi,16,
NC_RockyIt,HSU,PSG,WN16,2016,2016,1,9,H,9-Jan-16,Anoplarchus purpurescens,41,
NC_RockyIt,HSU,PSG,WN16,2016,2016,1,9,H,9-Jan-16,Apodichthys flavidus,112,
NC_RockyIt,HSU,PSG,WN16,2016,2016,1,9,M,9-Jan-16,Apodichthys flavidus,96,
